9985;ABARTH;500e C Abarth (All models);Convertible;;LHD;02;2023;;;;VS 77 (P+Y) (,2V,);;VS 70 (P+Y) (,2V,);;;;
9986;ABARTH;500e C Abarth (All models);Convertible;;RHD;02;2023;;;;VS 77 (P+Y) (,2V,);;VS 70 (P+Y) (,2V,);;;;
10239;ABARTH;600e (F364) Abarth;;;LHD;12;2024;;;;;;;;;;
10323;ABARTH;600e (F364) Abarth;;;RHD;12;2024;;;;;;;;;;
9775;ABARTH;1000 SP;;;LHD;06;2022;;;;;;;;;;
9327;AIWAYS;U5;;;LHD;;2020;;;;;;;;;;
9748;AIWAYS;U6;;;LHD;03;2022;;;;;;;;;;
7620;AIXAM;A.721 / A.741 / A.751;;;LHD/RHD;09;2004;;;;;VS 36+ (N.V.) (,U,);;;VS 36 (,A,);;
7362;AIXAM;City / Roadline / Crossline;;;LHD/RHD;02;2008;09;2010;;;;;;VS 36 (,A,);;
7663;AIXAM;City / City S / GTO;;;LHD/RHD;10;2010;;;;;VS 36+ (N.V.) (,U,);;;VS 36 (,A,);;
7664;AIXAM;Crossline;;;LHD/RHD;10;2010;;2013;;;VS 36+ (N.V.) (,U,);;;VS 36 (,A,);;VS 09 (,,)
8403;AIXAM;Crossline / Crossover / Coupé;;;LHD/RHD;01;2014;;;;;VS 36+ (N.V.) (,U,);;;VS 36 (,A,);;VS 06 (,,)
8923;AIXAM;D-Truck;LCV;;LHD/RHD;;2014;;;;;;;;;;
7064;AIXAM;Scouty R / Crossline;;;LHD/RHD;09;2004;05;2008;;;VS 36+ (N.V.) (,U,);;;VS 36 (,A,);;
7665;AIXAM;Scouty R;;;LHD/RHD;06;2008;;;;;VS 36+ (N.V.) (,U,);;;VS 36 (,A,);;
8220;ALFA ROMEO;4C / 4C Spider;;;LHD;10;2013;;;;;;;;;;
4034;ALFA ROMEO;Alfa 6;;;LHD/RHD;04;1979;02;1987;;VS 32+ (N.V.) (,U,);;VS 32+ (N.V.) (,U,);VS 32 (,U,);;VS 32 (,U,);
4978;ALFA ROMEO;Alfa 33;;(Except Q4);LHD/RHD;07;1983;12;1992;;VS 32+ (N.V.) (,U,);;VS 32+ (N.V.) (,U,);VS 32 (,U,);;VS 32 (,U,);
4979;ALFA ROMEO;Alfa 33;Estate;;LHD/RHD;07;1983;12;1992;;VS 32+ (N.V.) (,U,);;VS 32+ (N.V.) (,U,);VS 32 (,U,);;VS 32 (,U,);
4980;ALFA ROMEO;Alfa 33 Q4;;;LHD/RHD;07;1983;12;1992;;VS 31+ (N.V.) (,U,);;VS 31+ (N.V.) (,U,);VS 31 (,U,);;VS 31 (,U,);
4981;ALFA ROMEO;Alfa 33;;;LHD/RHD;01;1993;;1995;;VS 33+ (N.V.) (,U,);;VS 33+ (N.V.) (,U,);VS 33 (,U,);;VS 33 (,U,);
4982;ALFA ROMEO;Alfa 33;Estate;;LHD/RHD;01;1993;;;;VS 33+ (N.V.) (,U,);;VS 33+ (N.V.) (,U,);VS 33 (,U,);;VS 33 (,U,);
4035;ALFA ROMEO;Alfa 75;;;LHD/RHD;07;1983;09;1986;;VS 31+ (N.V.) (,U,);;VS 31+ (N.V.) (,U,);VS 31 (,U,);;VS 31 (,U,);
4036;ALFA ROMEO;Alfa 75;;;LHD/RHD;10;1986;;1993;;VS 32+ (N.V.) (,U,);;VS 32+ (N.V.) (,U,);VS 32 (,U,);;VS 32 (,U,);
4037;ALFA ROMEO;Alfa 90;;;LHD/RHD;10;1984;;;;VS 32+ (N.V.) (,U,);;VS 32+ (N.V.) (,U,);VS 32 (,U,);;VS 32 (,U,);
4972;ALFA ROMEO;Alfa 145;;;LHD/RHD;09;1994;05;1996;;;;;;;;
5773;ALFA ROMEO;Alfa 145;;;LHD/RHD;06;1996;10;2000;;VS 36+ (N.V.) (,U,);;VS 32+ (N.V.) (,U,);VS 36 (,A,);;VS 32 (,U,);
4973;ALFA ROMEO;Alfa 146;;;LHD/RHD;03;1995;05;1996;;;;;;;;
5774;ALFA ROMEO;Alfa 146;;;LHD/RHD;06;1996;10;2000;;VS 36+ (N.V.) (,U,);;VS 32+ (N.V.) (,U,);VS 36 (,A,);;VS 32 (,U,);
6286;ALFA ROMEO;Alfa 147;;;LHD/RHD;10;2000;07;2005;;;;;;;;
6819;ALFA ROMEO;Alfa 147;;;LHD;08;2005;;2011;;VS 76 (P+Y) (,SL,);;VS 71 (P+Y) (,SL,);;;;
8762;ALFA ROMEO;Alfa 147;;;RHD;08;2005;;2011;;VS 76 (P+Y) (,SL,);;VS 71 (P+Y) (,SL,);;;;
4974;ALFA ROMEO;Alfa 155;;(Except Q4);LHD/RHD;11;1991;;1997;;;;;;;;
4975;ALFA ROMEO;Alfa 155 Q4;;;LHD/RHD;11;1991;;1997;;VS 35+ (N.V.) (,U,);;VS 33+ (N.V.) (,U,);VS 35 (,U,);;VS 33 (,U,);
5781;ALFA ROMEO;Alfa 156;;;LHD/RHD;09;1997;02;2006;;VS 36+ (,U,);;VS 34+ (,U,);;;;
6254;ALFA ROMEO;Alfa 156 Sportwagon / Q4;;;LHD/RHD;06;2000;02;2006;;VS 36+ (,U,);;VS 34+ (,U,);;;;
6818;ALFA ROMEO;Alfa 159;4 Doors;;LHD;09;2005;12;2013;;VS 76 (P+Y) (,SL,);;VS 72 (P+Y) (,SL,);;;;
8763;ALFA ROMEO;Alfa 159;4 Doors;;RHD;09;2005;12;2013;;VS 76 (P+Y) (,SL,);;VS 72 (P+Y) (,SL,);;;;
6937;ALFA ROMEO;Alfa 159 Sportwagon / Q4;Estate;;LHD;03;2006;12;2013;;VS 76 (P+Y) (,SL,);;VS 72 (P+Y) (,SL,);;;;
8764;ALFA ROMEO;Alfa 159 Sportwagon / Q4;Estate;;RHD;03;2006;12;2013;;VS 76 (P+Y) (,SL,);;VS 72 (P+Y) (,SL,);;;;
4977;ALFA ROMEO;Alfa 164;;;LHD/RHD;07;1987;11;1992;;VS 35+ (N.V.) (,U,);;VS 35+ (N.V.) (,U,);VS 35 (,U,);;VS 35 (,U,);
5659;ALFA ROMEO;Alfa 164;;;LHD/RHD;12;1992;;;;;;;;;;
5998;ALFA ROMEO;Alfa 166;;;LHD/RHD;10;1998;;2007;;;;;;;;
5426;ALFA ROMEO;Alfa 2000;;;LHD/RHD;;;;;;;;;;;;
4038;ALFA ROMEO;Alfa GTV;;;LHD/RHD;;1982;;1987;;VS 32+ (N.V.) (,U,);;VS 32+ (N.V.) (,U,);VS 32 (*,U,);;VS 32 (*,U,);
6822;ALFA ROMEO;Brera;Coupé;;LHD;10;2005;12;2011;;VS 76 (P+Y) (,SL,);;VS 72 (P+Y) (,SL,);;;;
8856;ALFA ROMEO;Brera;Coupé;;RHD;10;2005;12;2011;;VS 76 (P+Y) (,SL,);;VS 72 (P+Y) (,SL,);;;;
4039;ALFA ROMEO;Alfasud;;;LHD/RHD;;;;1983;;;;;;;;
4040;ALFA ROMEO;Alfasud Sprint;;;LHD/RHD;01;1983;;1985;;;;;VS 32 (,U,);;VS 32 (,U,);VS 34 (,U,)
4042;ALFA ROMEO;Alfetta;;;LHD/RHD;05;1972;08;1981;;;;;;;;
4041;ALFA ROMEO;Alfetta;;;LHD/RHD;09;1981;12;1984;;;;;VS 32 (,U,);;VS 32 (,U,);
4043;ALFA ROMEO;Arna;;;LHD/RHD;;1983;;;;VS 34+ (N.V.) (,U,);;VS 34+ (N.V.) (,U,);VS 34 (,U,);;VS 34 (,U,);
4044;ALFA ROMEO;Berlina 2000;;;LHD/RHD;;;;;;;;;;;;
4047;ALFA ROMEO;Coupe GT;;;LHD/RHD;;;;1976;;;;;;;;
6514;ALFA ROMEO;Coupe GT;;;LHD/RHD;01;2004;07;2005;;;;;;;;
6823;ALFA ROMEO;Coupe GT;;;LHD;07;2005;02;2010;;VS 76 (P+Y) (,SL,);;VS 71 (P+Y) (,SL,);;;;
8855;ALFA ROMEO;Coupe GT;;;RHD;07;2005;02;2010;;VS 76 (P+Y) (,SL,);;VS 71 (P+Y) (,SL,);;;;
8546;ALFA ROMEO;Giulia;4 Doors;;LHD;06;2016;;;;VS 77 (Y) (,2V2,);;VS 72 (Y) (,2V2,);;;;
8547;ALFA ROMEO;Giulia;4 Doors;;RHD;06;2016;;;;VS 77 (Y) (,2V2,);;VS 72 (Y) (,2V2,);;;;
4045;ALFA ROMEO;Giulietta;;;LHD/RHD;;;04;1981;;;;;;;;
4046;ALFA ROMEO;Giulietta;;;LHD/RHD;05;1981;04;1985;;;;;VS 32 (,U,);;VS 32 (,U,);
7596;ALFA ROMEO;Giulietta;;;LHD;05;2010;12;2020;;VS 77 (P+Y) (,2V,);;VS 72 (P+Y) (,2V,);;;;VS 11 (,,)
7597;ALFA ROMEO;Giulietta;;;RHD;05;2010;12;2020;;VS 77 (P+Y) (,2V,);;VS 72 (P+Y) (,2V,);;;;VS 11 (,,)
5478;ALFA ROMEO;GTV;;;LHD/RHD;04;1995;01;2006;;;;;;;;
10172;ALFA ROMEO;Junior;5 Doors;;LHD;09;2024;;;;VS 77 (P+Y) (,2V,);;VS 71 (P+Y) (,2V,);;;;
10173;ALFA ROMEO;Junior;5 Doors;;RHD;09;2024;;;;VS 77 (P+Y) (,2V,);;VS 71 (P+Y) (,2V,);;;;
7379;ALFA ROMEO;MiTo;3 Doors;;LHD;09;2008;12;2018;;VS 77 (X) (,2B,);;VS 71 (X) (,2B,);;;;VS 09 (,,)
7380;ALFA ROMEO;MiTo;3 Doors;;RHD;09;2008;12;2018;;VS 77 (X) (,2B,);;VS 71 (X) (,2B,);;;;VS 09 (,,)
4048;ALFA ROMEO;Montreal;;;LHD/RHD;;;;;;;;;;;;
4049;ALFA ROMEO;Nuova Giulia;;;LHD/RHD;;;;1976;;;;;;;;
4050;ALFA ROMEO;R.Z.;;;LHD/RHD;;1993;;1995;;VS 32+ (N.V.) (,U,);;VS 32+ (N.V.) (,U,);VS 32 (,U,);;VS 32 (,U,);
9718;ALFA ROMEO;Tonale;;;LHD;06;2022;;;;VS 78 (Y) (,2V2,);;VS 74 (Y) (,2V2,);;;;
9719;ALFA ROMEO;Tonale;;;RHD;06;2022;;;;VS 78 (Y) (,2V2,);;VS 74 (Y) (,2V2,);;;;
4051;ALFA ROMEO;Spider;;;LHD/RHD;09;1985;03;1995;;;;;VS 31 (,U,);;VS 31 (,U,);
5481;ALFA ROMEO;Spider;;;LHD/RHD;04;1995;03;2006;;;;;;;;
6940;ALFA ROMEO;Spider;;;LHD;04;2006;12;2011;;VS 76 (P+Y) (,SL,);;VS 72 (P+Y) (,SL,);;;;
8857;ALFA ROMEO;Spider;;;RHD;04;2006;12;2011;;VS 76 (P+Y) (,SL,);;VS 72 (P+Y) (,SL,);;;;
8924;ALFA ROMEO;Stelvio;;;LHD;04;2017;;;;VS 77 (Y) (,2V2*,);;VS 72 (Y) (,2V2*,);;;;
8925;ALFA ROMEO;Stelvio;;;RHD;04;2017;;;;VS 77 (Y) (,2V2*,);;VS 72 (Y) (,2V2*,);;;;
8969;ALPINE;A110;Coupé;(FB Aquablade);LHD;11;2017;;;;;;;;;;
8970;ALPINE;A110;Coupé;(FB Aquablade);RHD;;2018;;;;;;;;;;
10214;ALPINE;A290;;;LHD;01;2025;;;;;;;;;;
10215;ALPINE;A290;;;RHD;01;2025;;;;;;;;;;
4052;ARO;Tous Modèles/ All Models;;;LHD/RHD;;1992;;;;;;;;;;
4053;ASTON MARTIN;DB7;;;RHD;;1993;;;;;;;VS 34 (,U,);;VS 34 (,U,);
6864;ASTON MARTIN;DB9 coupé / Volante;Coupé/Convertible;(Hook connection);LHD;09;2004;12;2011;;;;;;;;
8206;ASTON MARTIN;DB9 coupé / Volante;Coupé/Convertible;(TopLock connection);LHD;01;2012;;;;;;;;;;
9288;ASTON MARTIN;DB11;;;LHD/RHD;;2016;;;;;;;;;;
9289;ASTON MARTIN;DBS Superleggera;;;LHD/RHD;;2019;;;;;;;;;;
9285;ASTON MARTIN;DBX;;;LHD;09;2019;;;;;;;;;;
8207;ASTON MARTIN;Rapide;;(Hook connection);LHD/RHD;03;2010;12;2011;;;;;;;;
8208;ASTON MARTIN;Rapide;;(TopLock connection);LHD;01;2012;;;;;;;;;;
9649;ASTON MARTIN;Valhalla;;;LHD;;2023;;;;;;;;;;
9650;ASTON MARTIN;Valhalla;;;RHD;;2023;;;;;;;;;;
6865;ASTON MARTIN;Vanquish S;Coupé;(Hook connection);LHD;09;2004;12;2011;;;;;;;;
8209;ASTON MARTIN;Vanquish S;Coupé/Convertible;(TopLock connection);LHD;01;2012;;;;;;;;;;
4054;ASTON MARTIN;Vantage;;;RHD;;1993;;;;;;;;VS 36 (,A,);;
8201;ASTON MARTIN;V8 Vantage;;(Hook connection);LHD/RHD;07;2005;12;2011;;;;;;;;
8200;ASTON MARTIN;V8 Vantage / S;;(TopLock connection);LHD;01;2012;;;;;;;;;;
8202;ASTON MARTIN;V8 Vantage / S;;(TopLock connection);RHD;01;2012;;;;;;;;;;
9290;ASTON MARTIN;V8 Vantage;;;LHD/RHD;06;2018;;;;;;;;;;
8205;ASTON MARTIN;V12 Vantage;;(Hook connection);LHD/RHD;12;2009;12;2011;;;;;;;;
8203;ASTON MARTIN;V12 Vantage / S;;(TopLock connection);LHD;01;2012;05;2018;;;;;;;;
8204;ASTON MARTIN;V12 Vantage / S;;(TopLock connection);RHD;01;2012;05;2018;;;;;;;;
4055;ASTON MARTIN;Virage;;;RHD;;1990;;;;;;;VS 34 (,U,);;VS 34 (,U,);
4056;ASTON MARTIN;Volante;;;RHD;;1991;;;;;;;VS 36 (,A,);;VS 36 (,A,);
4856;AUDI;50;;;LHD/RHD;08;1974;07;1978;;;;;VS 31 (,U,);;VS 31 (,U,);VS 31 (,U,)
4857;AUDI;60;;;LHD/RHD;08;1967;07;1972;;;;;VS 31 (,U,);;VS 31 (,U,);VS 31 (,U,)
4858;AUDI;75;;;LHD/RHD;08;1964;09;1972;;;;;VS 31 (,U,);;VS 31 (,U,);VS 31 (,U,)
4861;AUDI;80;;;RHD;08;1983;08;1986;;;;;VS 32 (,U,);;VS 32 (,U,);
4859;AUDI;80;;;LHD/RHD;08;1978;07;1983;;VS 32+ (N.V.) (,U,);;VS 32+ (N.V.) (,U,);VS 32 (,U,);;VS 32 (,U,);
4860;AUDI;80;;;LHD;08;1983;;;;VS 35+ (N.V.) (,U,);;VS 34+ (N.V.) (,U,);VS 35 (,U,);;VS 35 (,U,);
4957;AUDI;80 S2;;;LHD;08;1983;;1991;;VS 35+ (N.V.) (,U,);;VS 34+ (N.V.) (,U,);VS 35 (,U,);;VS 35 (,U,);
4862;AUDI;80;;;RHD;09;1986;;;;;;;VS 35 (,U,);;VS 35 (,U,);
4958;AUDI;80 Avant RS2;Estate;;LHD/RHD;09;1991;;1996;;VS 35+ (N.V.) (,U,);;VS 34+ (N.V.) (,U,);VS 35 (,U,);;VS 35 (,U,);VS 31 (,U,)
4863;AUDI;80 Avant;Estate;;LHD/RHD;09;1991;;1996;;VS 35+ (N.V.) (,U,);;VS 34+ (N.V.) (,U,);VS 35 (,U,);;VS 35 (,U,);VS 31 (,U,)
4867;AUDI;90;;;LHD;10;1984;05;1994;;VS 35+ (N.V.) (,U,);;VS 34+ (N.V.) (,U,);VS 35 (,U,);;VS 35 (,U,);
4868;AUDI;90;;;RHD;10;1984;03;1987;;;;;VS 32 (,U,);;VS 32 (,U,);
4869;AUDI;90;;;RHD;04;1987;05;1994;;;;;VS 35 (,U,);;VS 35 (,U,);
4873;AUDI;100 Avant;Estate;;LHD/RHD;07;1976;07;1982;;;;;VS 32 (,U,);;VS 32 (,U,);VS 32 (,U,)
4871;AUDI;100;;;LHD/RHD;08;1982;11;1990;;VS 35+ (N.V.) (,U,);;VS 34+ (N.V.) (,U,);VS 35 (,U,);;VS 35 (,U,);
4874;AUDI;100 Avant;Estate;;LHD/RHD;08;1982;11;1990;;VS 35+ (N.V.) (,U,);;VS 34+ (N.V.) (,U,);VS 35 (,U,);;VS 35 (,U,);VS 35 (,U,)
4872;AUDI;100;;;LHD/RHD;12;1990;07;1994;;VS 36+ (N.V.) (,U,);;VS 36+ (N.V.) (,U,);VS 36 (,A,);;VS 36 (,A,);
4875;AUDI;100 Avant;Estate;;LHD/RHD;12;1990;07;1994;;VS 36+ (N.V.) (,U,);;VS 36+ (N.V.) (,U,);VS 36 (,A,);;VS 36 (,A,);VS 32 (,U,)
4876;AUDI;200;;;LHD/RHD;08;1979;07;1983;;VS 32+ (N.V.) (,U,);;VS 32+ (N.V.) (,U,);VS 32 (,U,);;VS 32 (,U,);
4877;AUDI;200;;;LHD/RHD;08;1983;12;1991;;VS 35+ (N.V.) (,U,);;VS 34+ (N.V.) (,U,);VS 35 (,U,);;VS 35 (,U,);
4878;AUDI;200 Avant;Estate;;LHD/RHD;08;1984;12;1991;;VS 35+ (N.V.) (,U,);;VS 34+ (N.V.) (,U,);VS 35 (,U,);;VS 35 (,U,);VS 35 (,U,)
7572;AUDI;A1;3 Doors;;LHD;09;2010;10;2018;;VS 77 (Y) (,2V2,);;VS 70 (Y) (,2V2,);;;;VS 10 (,T_DA,)
7573;AUDI;A1;3 Doors;;RHD;09;2010;10;2018;;VS 77 (Y) (,2V2,);;VS 70 (Y) (,2V2,);;;;VS 10 (,T_DA,)
7830;AUDI;A1 Sportback;5 Doors;;LHD;02;2012;10;2018;;VS 77 (Y) (,2V2,);;VS 70 (Y) (,2V2,);;;;VS 05 (,T_DA,)
7831;AUDI;A1 Sportback;5 Doors;;RHD;02;2012;10;2018;;VS 77 (Y) (,2V2,);;VS 70 (Y) (,2V2,);;;;VS 05 (,T_DA,)
9202;AUDI;A1 Sportback;;;LHD;11;2018;;;;VS 78 (Y) (,2V2,);;VS 72 (Y) (,2V2,);;;;VS 05 (,T_DA,)
9203;AUDI;A1 Sportback;;;RHD;11;2018;;;;VS 78 (Y) (,2V2,);;VS 72 (Y) (,2V2,);;;;VS 05 (,T_DA,)
9379;AUDI;A1 Citycarver / Allstreet;;;LHD;10;2019;;;;VS 78 (Y) (,2V2,);;VS 72 (Y) (,2V2,);;;;VS 05 (,T_DA,)
9380;AUDI;A1 Citycarver / Allstreet;;;RHD;10;2019;;;;VS 78 (Y) (,2V2,);;VS 72 (Y) (,2V2,);;;;VS 05 (,T_DA,)
6311;AUDI;A2;;(Hook connection);LHD/RHD;04;2000;06;2001;;;;;;;;
6383;AUDI;A2;;(Side-Lock connection);LHD/RHD;07;2001;08;2005;;;;;;;;
5500;AUDI;A3;;;LHD/RHD;10;1996;05;2002;;VS 35+ (,U,);;VS 32+ (,U,);VS 35 (,U,);;VS 33 (,U,);VS 30 (,A,)
6812;AUDI;A3;;;LHD/RHD;05;2002;05;2003;;VS 35+ (,U,);;VS 32+ (,U,);VS 35 (,U,);;VS 33 (,U,);VS 30 (,A,)
6463;AUDI;A3 (Typ 8P);;;LHD;06;2003;08;2004;;VS 77 (P+Y) (,SL,);;VS 73 (P+Y) (,SL,);;;;
8862;AUDI;A3 (Typ 8P);;;RHD;06;2003;08;2004;;VS 77 (P+Y) (,SL,);;VS 73 (P+Y) (,SL,);;;;
7859;AUDI;A3 (Typ 8P);3 Doors;;LHD;09;2004;08;2012;;VS 77 (X) (,2B,);;VS 73 (X) (,2B,);;;;
7861;AUDI;A3 (Typ 8P);3 Doors;;RHD;09;2004;08;2012;;VS 77 (X) (,2B,);;VS 73 (X) (,2B,);;;;
6722;AUDI;A3 Sportback (Typ 8P);5 Doors;;LHD;09;2004;01;2013;;VS 77 (X) (,2B,);;VS 73 (X) (,2B,);;;;
6981;AUDI;A3 Sportback (Typ 8P);5 Doors;;RHD;09;2004;01;2013;;VS 77 (X) (,2B,);;VS 73 (X) (,2B,);;;;
7293;AUDI;A3 (Typ 8P);Convertible;;LHD;04;2008;01;2014;;VS 77 (X) (,2B,);;VS 72 (X) (,2B,);;;;
7294;AUDI;A3 (Typ 8P);Convertible;;RHD;04;2008;01;2014;;VS 77 (X) (,2B,);;VS 72 (X) (,2B,);;;;
7856;AUDI;A3 (Typ 8V);3 Doors;;LHD;09;2012;04;2020;;VS 78 (Y) (,2V2,);;VS 72 (Y) (,2V2,);;;;VS 10 (,T_DA,)
7857;AUDI;A3 (Typ 8V);3 Doors;;RHD;09;2012;04;2020;;VS 78 (Y) (,2V2,);;VS 72 (Y) (,2V2,);;;;VS 10 (,T_DA,)
8100;AUDI;A3 (Typ 8V);4 Doors;;LHD;09;2013;04;2020;;VS 78 (Y) (,2V2,);;VS 72 (Y) (,2V2,);;;;
8101;AUDI;A3 (Typ 8V);4 Doors;;RHD;09;2013;04;2020;;VS 78 (Y) (,2V2,);;VS 72 (Y) (,2V2,);;;;
7913;AUDI;A3 Sportback (Typ 8V);5 Doors;;LHD;02;2013;04;2020;;VS 78 (Y) (,2V2,);;VS 72 (Y) (,2V2,);;;;VS 10 (,T_DA,)
7914;AUDI;A3 Sportback (Typ 8V);5 Doors;;RHD;02;2013;04;2020;;VS 78 (Y) (,2V2,);;VS 72 (Y) (,2V2,);;;;VS 10 (,T_DA,)
8162;AUDI;A3 (Typ 8V);Convertible;;LHD;02;2014;10;2020;;VS 78 (Y) (,2V2,);;VS 72 (Y) (,2V2,);;;;
8163;AUDI;A3 (Typ 8V);Convertible;;RHD;02;2014;10;2020;;VS 78 (Y) (,2V2,);;VS 72 (Y) (,2V2,);;;;
9492;AUDI;A3 (Typ 8Y);4 Doors;(Front : Bayonet connection);LHD;05;2020;;;;;;;;;;
9493;AUDI;A3 (Typ 8Y);4 Doors;(Front : Bayonet connection);RHD;05;2020;;;;;;;;;;
9746;AUDI;A3 Allroad (Typ 8Y);5 Doors;(Front : Bayonet connection);LHD;04;2022;;;;;;;;;;
9747;AUDI;A3 Allroad (Typ 8Y);5 Doors;(Front : Bayonet connection);RHD;04;2022;;;;;;;;;;
9274;AUDI;A3 Sportback (Typ 8Y);5 Doors;(Front : Bayonet connection);LHD;05;2020;;;;;;;;;;VS 05 (,T_DA,)
9275;AUDI;A3 Sportback (Typ 8Y);5 Doors;(Front : Bayonet connection);RHD;05;2020;;;;;;;;;;VS 05 (,T_DA,)
4959;AUDI;S4;;;LHD/RHD;12;1990;05;1994;;;;;VS 36 (,A,);;VS 36 (,A,);
4887;AUDI;A4;4 Doors;;LHD/RHD;06;1994;01;1995;;VS 35+ (,U,);;VS 34+ (,U,);VS 35 (,U,);;VS 34 (,U,);
4889;AUDI;A4 Avant;Estate;;LHD/RHD;06;1994;01;1995;;VS 35+ (,U,);;VS 34+ (,U,);VS 35 (,U,);;VS 34 (,U,);VS 30 (,A,)
6216;AUDI;A4;4 Doors;;LHD/RHD;02;1995;01;1999;;VS 35+ (,U,);;VS 34+ (,U,);VS 35 (,U,);;VS 34 (,U,);
6010;AUDI;A4 Avant;Estate;;LHD/RHD;02;1995;01;1999;;VS 35+ (,U,);;VS 34+ (,U,);VS 35 (,U,);;VS 34 (,U,);VS 30 (,A,)
6008;AUDI;A4;4 Doors;;LHD/RHD;02;1999;01;2001;;VS 35+ (,U,);;VS 34+ (,U,);VS 36 (,A,);;VS 34 (,U,);
6009;AUDI;A4 Avant;Estate;;LHD/RHD;02;1999;09;2001;;VS 35+ (,U,);;VS 34+ (,U,);VS 36 (,A,);;VS 34 (,U,);VS 30 (,A,)
6061;AUDI;RS4;Estate;;LHD/RHD;;;02;2002;;;;;VS 36 (,A,);;VS 34 (,U,);VS 30 (,A,)
6320;AUDI;A4;4 Doors;;LHD/RHD;02;2001;10;2003;;;;;;;;
6398;AUDI;A4 Avant;Estate;;LHD/RHD;10;2001;10;2003;;;;;;;;
6512;AUDI;A4;4 Doors;;LHD;11;2003;12;2007;;;;;;;;
6984;AUDI;A4;4 Doors;;RHD;11;2003;12;2007;;;;;;;;
6510;AUDI;A4 Avant;Estate;;LHD;10;2003;04;2008;;;;;;;;
6985;AUDI;A4 Avant;Estate;;RHD;10;2003;04;2008;;;;;;;;
6384;AUDI;A4/ S4;Convertible;;LHD;04;2002;05;2009;;;;;;;;
6998;AUDI;A4/ S4;Convertible;;RHD;04;2002;05;2009;;;;;;;;
7206;AUDI;A4 / S4 / RS4;4 Doors;;LHD;01;2008;10;2015;;VS 77 (Y) (,2V2,);;VS 74 (Y) (,2V2,);;;;
7207;AUDI;A4 / S4 / RS4;4 Doors;;RHD;01;2008;10;2015;;VS 77 (Y) (,2V2,);;VS 74 (Y) (,2V2,);;;;
7291;AUDI;A4 / RS4 Avant;Estate;;LHD;05;2008;10;2015;;VS 77 (Y) (,2V2,);;VS 74 (Y) (,2V2,);;;;
7292;AUDI;A4 / RS4 Avant;Estate;;RHD;05;2008;10;2015;;VS 77 (Y) (,2V2,);;VS 74 (Y) (,2V2,);;;;
7486;AUDI;A4 Allroad Quattro;Estate;;LHD;05;2009;06;2016;;VS 77 (Y) (,2V2,);;VS 74 (Y) (,2V2,);;;;
7487;AUDI;A4 Allroad Quattro;Estate;;RHD;05;2009;06;2016;;VS 77 (Y) (,2V2,);;VS 74 (Y) (,2V2,);;;;
8574;AUDI;A4 / S4;4 Doors;;LHD;11;2015;;;;VS 77 (Y) (,2V2,);;VS 74 (Y) (,2V2,);;;;
8575;AUDI;A4 / S4;4 Doors;;RHD;11;2015;;;;VS 77 (Y) (,2V2,);;VS 74 (Y) (,2V2,);;;;
